,section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf,role_normalised
697,qa,3.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Everyone trades stocks in a different way, so sentiment – but banks are a cork in the ocean when it comes to the economy. If the economy gets worse, credit losses will go up, volumes can change, deal curves can change. And we're not predicting all of that. What I would say is our excellent economist, Michael Feroli, I called him this morning, specifically to ask him, how they're looking at their forecast today, they think it's about 50-50 for a recession. So I'll just refer to that. Obviously, if there's a recession, credit losses will go up and other factors will change, too. And I think the one thing I'll add to what Jeremy said is – and I don't usually pay that much attention to anecdotes, but this time I am. And I think you're going to see a lot of companies – you guys – not you, but the analyst community has already reduced its earnings estimates for the S&P by 5%. So it's – now it's up 5% as opposed to up 10%. My guess is that will be zero and negative 5%, probably in the next month. And then you're going to hear 1,000 companies report, and they're going to tell you what their guidance is. My guess is a lot will remove it. They're going to tell you what they think it might do to their customers, their base, their earnings, their cost, their tariffs. It's different for every company. But I assume you'll see that. And anecdotally, a lot of people are not doing things because of this. They're going to wait and see. And that's M&A, that's M&A with middle market companies, that's people's hiring plans and stuff like that. So people have to adjust to this new environment. And I think we'll see what it is. I just also want to point out, just to – so you can round it up. This is to make you feel comfortable, not uncomfortable. When COVID hit, unemployment went from like 4% to 15% in a couple of months, and we had to add to reserves in a two-month period of $15 billion. And then to show you how stupid CECL is, in the three month – three quarter period, we took down the $15 billion. So, just – that just sizes up a bad recession. If it's a mild recession, it will be less than that. If it's a really bad recession, it will be more than that. Either way, we can handle it and serve our clients. Earnings won't be great and the stocks will go down, which I look at as an opportunity to buy back more stock.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
698,qa,4.0,,Erika Najarian,analyst,UBS Securities LLC,"Got it. And a second follow-up question. And I don't disagree with you guys on equity market performance of bank stocks. It's just that the mindset of portfolio managers is they always go back to sort of the lowest common denominator of fundamental performance versus thinking about resilience. And to that point, the second question is on the reserve. Jeremy, you mentioned a weighted-average unemployment rate of 5.8%. I think that's above where economists are thinking we could peak even in a recession scenario. How should we think about any incremental builds from here? And what you are going – obviously, deterioration in the outlook, but what more do you need to see in terms of how you make decisions about further builds from here?",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,analyst
699,qa,4.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah, Erika, it's a good question. But the truth is there's just a little bit too much uncertainty right now for me to sort of give an outlook for reserves, which is generally not a thing that we do anyway. As I mentioned in my prepared remarks, the [indiscernible] forecast at the end of the quarter was the sort of bog standard, no landing, barely any increase in unemployment. Given that we knew at the time that there was – there were some big pending announcements, and there was quite a bit of elevated uncertainty around that, it felt like the forecasts were kind of lagging because people were just waiting to actually get the information and so it felt appropriate to add a little bit of downside skew to our probability assessment, which is what led to the increase and what led to the build.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
700,qa,4.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"We use this weighted-average unemployment thing as a useful way to help explain what's going on inside the reserve. But obviously, the actual mechanisms are quite complex, the depth in any financial recession, the timing of it, distribution of outcomes, which sectors have hits, idiosyncratic stuff in wholesale. There's a lot. I think on consumer, as Jamie mentioned, it is worth remembering that by far the most important variable is unemployment. So if the labor market remains very strong, consumer credit will probably be fine. If it doesn't, then you're going to see it play through the way it always does.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
703,qa,5.0,,John McDonald,analyst,Truist Securities Inc.,"Hi, good morning. Jeremy, on that same topic, no change to the full year credit Card net charge-off forecast. How do we square that with the rising recession risk? Is it because you already have a couple of months of delinquencies kind of baked in the cake and this is more an issue for next year, or just too early to call?",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,analyst
704,qa,5.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,We should have not given you that forecast. We don't know what the number is going to be. That's a...,2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
706,qa,5.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"I would say that's a short-term number, and based on what's happening today, there's a wide range of potential outcomes.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
708,qa,5.0,3.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"But, mechanically, John, though, as you alluded to, there are some mechanical elements to the way Card charge-off works that means that it's pretty baked pretty far ahead of time.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
709,qa,5.0,4.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,The next couple of quarters. Yeah.,2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
710,qa,5.0,5.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"So, sort of echoing Jamie's point, it just doesn't necessarily tell you that much about what might actually happen through the end of the year. Even if unemployment were to increase significantly, it probably wouldn't flow through the charge-offs until later.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
711,qa,6.0,,John McDonald,analyst,Truist Securities Inc.,"Okay. Got it. And then just on capital, how does this type of macro uncertainty impact your thinking around conserving capital as opposed to deploying it through your investment agenda and buybacks as the stock gets cheaper? Or just, are you still looking to arrest the increase or does this kind of change it?",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,analyst
712,qa,6.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"The investment that we do in banks, branches, technology, AI is going to continue regardless of the environment. And then we have – depending what happens to Basel III and CCAR and G-SIFI and all that, $30 billion to $60 billion of excess capital. And in the Chairman's letter, I wrote about what we think of that. But based upon the environment, the turbulence issues, I like having excess capital. We are prepared for any environment. And that's so we can serve clients. That's not for any other reason. So, we have plenty of capital and plenty of liquidity to get through whatever the stormy seas are.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
